"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lyle","nexus-80"
"253.0","458.0","lyle","nexus-80"
"617.0","205.0","lyle","nexus-80"
"461.0","346.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"150.14285","329.7143","0.34080002","0.7096774","0"
"157.71716","343.99042","0.8880001","0.6451613","143"
"162.59793","349.0854","0.89760005","0.7096774","155"
"170.24098","357.0813","0.8880001","0.7096774","168"
"181.33151","369.18372","0.88320005","0.6451613","181"
"195.04819","382.25195","0.88320005","0.61290324","192"
"211.1117","400.55914","0.8352","0.7096774","209"
"221.3082","413.92535","0.80160004","0.6451613","226"
"227.16595","420.67346","0.7968","0.61290324","243"
"235.19373","429.4182","0.81600004","0.61290324","259"
"240.21442","436.27448","0.84000003","0.61290324","276"
"244.39511","441.625","0.85440004","0.61290324","293"
"247.62766","445.74225","0.87360007","0.61290324","309"
"249.7544","449.82556","0.88320005","0.61290324","326"
"251.89935","452.2577","0.8784","0.61290324","343"
"253.97192","454.2473","0.864","0.61290324","359"
"254.93143","455.16846","0.85920006","0.61290324","375"
"259.06625","455.7143","0.8784","0.61290324","392"
"265.62646","455.7143","0.88320005","0.61290324","409"
"272.94302","453.3416","0.87360007","0.6774193","425"
"283.421","447.27344","0.864","0.7419355","442"
"302.176","436.20038","0.8352","0.6451613","459"
"316.573","425.95813","0.80640006","0.61290324","475"
"330.05356","416.71436","0.7728","0.61290324","490"
"342.3095","405.73212","0.76320004","0.6451613","509"
"370.88528","384.82306","0.76320004","0.61290324","525"
"390.1336","369.97284","0.74880004","0.61290324","542"
"415.61005","350.9713","0.744","0.61290324","559"
"436.30957","333.61395","0.72480005","0.61290324","575"
"453.6953","317.73248","0.71040004","0.61290324","592"
"470.23627","301.46783","0.70080006","0.6451613","609"
"486.3036","286.4286","0.68640006","0.61290324","624"
"496.1051","277.01907","0.68160003","0.61290324","642"
"519.7123","257.00717","0.6768","0.61290324","659"
"543.3275","240.082","0.6672","0.61290324","675"
"554.52057","232.62683","0.648","0.6774193","692"
"565.27673","225.74292","0.648","0.7419355","709"
"574.78375","219.40137","0.6672","0.80645156","725"
"585.324","215.44385","0.69600004","0.80645156","742"
"598.2829","209.74994","0.70080006","0.7419355","759"
"605.0536","207.14285","0.69600004","0.6774193","772"
"611.1304","204.80936","0.6912","0.6451613","792"
"624.43787","199.84106","0.6912","0.61290324","809"
"633.1364","195.59167","0.7056","0.61290324","825"
"638.5153","194.0065","0.7296","0.61290324","842"
"642.36975","192.01682","0.74880004","0.61290324","859"
"644.6593","191.7143","0.768","0.61290324","875"
"646.4921","191.7143","0.80160004","0.61290324","892"
"648.8035","191.7143","0.81600004","0.61290324","908"
"647.57416","194.18024","0.81600004","0.6451613","942"
"645.25964","197.6615","0.7968","0.7419355","959"
"641.3809","202.69714","0.79200006","0.7419355","975"
"633.5367","210.22766","0.7824","0.6451613","992"
"621.65204","221.6369","0.76320004","0.6451613","1009"
"600.0577","243.14633","0.73920006","0.61290324","1025"
"576.9973","263.93842","0.744","0.61290324","1042"
"555.0327","283.24927","0.73920006","0.6451613","1058"
"521.6659","315.05212","0.744","0.61290324","1075"
"503.2495","331.87476","0.73920006","0.61290324","1092"
"488.46234","346.16876","0.7296","0.61290324","1108"
"471.33615","362.5116","0.72","0.61290324","1125"
"460.80276","372.20807","0.6912","0.61290324","1142"
"452.375","380.71423","0.504","0.58064514","1156"
