"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lyle","nexus-80"
"360.0","281.0","lyle","nexus-80"
"178.0","102.0","lyle","nexus-80"
"649.0","664.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"662.6428","570.5714","0.30240002","0.41935483","0"
"656.3167","560.1396","0.92160004","0.6451613","117"
"653.71185","556.85486","0.92640007","0.7096774","131"
"649.0846","551.5555","0.95040005","0.6451613","144"
"643.8929","546.5714","0.95040005","0.61290324","155"
"631.6375","533.84546","0.9168","0.6451613","182"
"614.6942","512.6045","0.90720004","0.7096774","199"
"596.64233","492.6396","0.91200006","0.6451613","215"
"579.3281","474.36902","0.90720004","0.6451613","232"
"562.9173","455.1792","0.8880001","0.7096774","249"
"541.4445","431.213","0.89280003","0.6451613","265"
"514.759","400.38513","0.88320005","0.7096774","282"
"498.35718","379.4286","0.86880004","0.6451613","295"
"488.13367","369.6612","0.864","0.61290324","315"
"461.71225","336.98267","0.8496","0.61290324","332"
"441.43643","310.74847","0.83040005","0.6451613","349"
"424.13913","290.68292","0.8256","0.6451613","365"
"401.14883","264.57312","0.7968","0.61290324","382"
"388.6507","250.70636","0.79200006","0.6451613","399"
"372.2793","235.48007","0.81600004","0.6451613","415"
"344.7928","210.57782","0.82080007","0.61290324","432"
"333.01163","202.95123","0.7296","0.61290324","449"
"317.00818","190.54568","0.744","0.6451613","465"
"306.36914","181.83667","0.744","0.61290324","482"
"289.27298","166.95514","0.75360006","0.61290324","499"
"259.6408","144.58606","0.68160003","0.58064514","515"
"243.4784","132.72147","0.71040004","0.6451613","532"
"228.08395","121.28732","0.7296","0.7096774","549"
"219.13567","114.765686","0.67200005","0.7096774","565"
"210.88686","110.29999","0.73440003","0.6451613","582"
"200.34787","104.64307","0.77760005","0.61290324","599"
"193.35234","100.54581","0.79200006","0.61290324","615"
"186.47427","96.867645","0.80160004","0.61290324","632"
"184.07144","95.714294","0.8112","0.61290324","639"
"180.5","94.85715","0.83040005","0.61290324","660"
"176.32849","93.85599","0.85920006","0.61290324","682"
"176.0357","97.42859","0.84480006","0.6774193","714"
"196.0628","118.3689","0.81600004","0.7096774","749"
"222.5466","141.48483","0.8256","0.7096774","765"
"256.0961","172.74905","0.84000003","0.7096774","782"
"285.4107","203.2857","0.8352","0.7096774","795"
"310.98874","234.36655","0.85920006","0.6451613","815"
"362.81165","297.6737","0.8784","0.6451613","832"
"409.3738","353.5299","0.89760005","0.6451613","849"
"443.9828","395.34363","0.92160004","0.6451613","865"
"481.28168","440.92346","0.92160004","0.6451613","882"
"520.905","490.19183","0.91200006","0.61290324","898"
"552.5095","532.26654","0.9312","0.6451613","915"
"571.88354","555.3369","0.93600005","0.61290324","932"
"592.5536","582.5715","0.89760005","0.6774193","947"
