"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lyle","nexus-80"
"360.0","281.0","lyle","nexus-80"
"178.0","102.0","lyle","nexus-80"
"649.0","664.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"679.6071","609.1429","0.35040003","0.41935483","0"
"673.1227","599.48926","0.82080007","0.41935483","77"
"672.0179","598.4286","0.84480006","0.41935483","85"
"670.5984","595.27454","0.8784","0.41935483","106"
"668.818","591.8564","0.89760005","0.41935483","120"
"666.3161","587.8609","0.9024","0.41935483","133"
"662.0213","580.52106","0.9168","0.516129","149"
"657.88324","571.1483","0.91200006","0.58064514","166"
"651.6789","559.8062","0.9168","0.58064514","183"
"643.4235","546.1934","0.92160004","0.58064514","199"
"630.9464","527.2857","0.9024","0.6451613","215"
"622.8327","515.72974","0.89760005","0.6774193","232"
"602.3249","488.51953","0.89280003","0.61290324","249"
"585.0576","470.19482","0.89760005","0.6774193","266"
"567.03937","450.97534","0.89280003","0.6774193","282"
"548.9793","431.7113","0.8880001","0.61290324","299"
"528.59796","411.88837","0.87360007","0.6774193","316"
"510.46375","393.62238","0.864","0.61290324","332"
"492.83502","374.68115","0.87360007","0.61290324","349"
"479.60165","363.13763","0.86880004","0.6451613","366"
"448.70773","332.03406","0.8496","0.6451613","382"
"428.21066","312.9077","0.8496","0.61290324","399"
"409.8566","294.26605","0.81600004","0.6774193","416"
"391.55206","277.75284","0.80640006","0.61290324","432"
"372.86472","261.79324","0.80640006","0.61290324","449"
"352.42953","246.09906","0.81600004","0.6774193","466"
"335.53464","231.7248","0.8496","0.7741935","482"
"326.16837","224.55902","0.8496","0.7419355","499"
"306.39008","209.36932","0.81600004","0.6774193","516"
"288.48355","194.23566","0.79200006","0.7419355","532"
"270.6441","177.96692","0.79200006","0.7419355","549"
"255.31235","166.97339","0.80640006","0.6451613","566"
"243.8602","156.83102","0.78720003","0.61290324","582"
"232.28574","147.57144","0.768","0.61290324","599"
"225.76645","141.74152","0.76320004","0.6774193","615"
"220.6812","136.85968","0.768","0.7096774","632"
"215.17401","130.71564","0.7824","0.7419355","649"
"210.8676","126.58148","0.80160004","0.7419355","665"
"208.13754","124.81775","0.81600004","0.7419355","682"
"206.1775","124.0","0.8112","0.7096774","699"
"204.60715","124.16141","0.80160004","0.6451613","715"
"204.60715","126.23581","0.80160004","0.61290324","732"
"206.25731","129.73978","0.82080007","0.61290324","749"
"209.07144","133.85718","0.82080007","0.6451613","763"
"214.70912","140.62238","0.80640006","0.6451613","782"
"239.18997","168.08514","0.80640006","0.6451613","799"
"271.7545","199.10175","0.83040005","0.61290324","815"
"300.8236","231.19778","0.8352","0.6451613","832"
"327.5046","265.85486","0.84000003","0.61290324","849"
"342.72855","290.07648","0.83040005","0.6451613","865"
"366.81573","330.22992","0.84000003","0.61290324","882"
"389.42853","366.5714","0.84000003","0.61290324","896"
"404.96045","392.2364","0.84480006","0.6451613","915"
"438.1895","437.8794","0.85920006","0.6774193","932"
"465.54633","475.85944","0.8784","0.61290324","948"
"496.453","510.3722","0.8784","0.6774193","965"
"519.75354","537.9614","0.89280003","0.61290324","982"
"540.31305","557.7063","0.9024","0.6451613","998"
"566.6081","581.698","0.9024","0.6451613","1015"
"584.0714","598.0","0.91200006","0.61290324","1028"
"597.3164","607.8293","0.91200006","0.6451613","1048"
"628.2949","633.594","0.8784","0.6451613","1065"
"650.2566","652.9663","0.8352","0.61290324","1082"
"659.9643","658.8572","0.56640005","0.54838705","1089"
